Id;Name;City;Country;Code
4148;Luoyang Airport;Luoyang;China;LYA
4149;Xuzhou Guanyin Airport;Xuzhou;China;XUZ
4151;Magway Airport;Magwe;Burma;MWQ
4152;Kanti Airport;Khamti;Burma;KHM
4153;Lien Khuong Airport;Dalat;Vietnam;DLI
4154;Dong Hoi Airport;Dong Hoi;Vietnam;VDH
4155;Rach Gia Airport;Rach Gia;Vietnam;VKG
4156;Cà Mau Airport;Ca Mau;Vietnam;CAH
4157;Chu Lai International Airport;Chu Lai;Vietnam;VCL
4158;Dong Tac Airport;Tuy Hoa;Vietnam;TBB
4159;Mae Hong Son Airport;Pai;Thailand;PYY
4160;Bol Airport;Brac;Croatia;BWK
4161;Yaoundé Nsimalen International Airport;Yaounde;Cameroon;NSI
4162;Conakry International Airport;Conakry;Guinea;CKY
4165;Aachen-Merzbrück Airport;Aachen;Germany;AAH
4166;Karlsruhe Baden-Baden Airport;Karlsruhe/Baden-Baden;Germany;FKB
4167;Orlando Sanford International Airport;Sanford;United States;SFB
4169;John Murtha Johnstown Cambria County Airport;Johnstown;United States;JST
4170;Lukla Airport;Lukla;Nepal;LUA
4171;Bhojpur Airport;Bhojpur;Nepal;BHP
4172;Lamidanda Airport;Lamidanda;Nepal;LDN
4173;Jomsom Airport;Jomsom;Nepal;JMO
4174;Manang Airport;Manang;Nepal;NGX
4175;Phaplu Airport;Phaplu;Nepal;PPL
4177;Rumjatar Airport;Rumjatar;Nepal;RUM
4178;Tulsipur Airport;Dang;Nepal;DNP
4179;Rukum Chaurjahari Airport;Rukumkot;Nepal;RUK
4180;Jumla Airport;Jumla;Nepal;JUM
4182;Taplejung Airport;Taplejung;Nepal;TPJ
4183;Tumling Tar Airport;Tumling Tar;Nepal;TMI
4184;Surkhet Airport;Surkhet;Nepal;SKH
4185;Simikot Airport;Simikot;Nepal;IMK
4186;Dolpa Airport;Dolpa;Nepal;DOP
4187;Bajhang Airport;Bajhang;Nepal;BJH
4188;Dhangarhi Airport;Dhangarhi;Nepal;DHI
4189;Muan International Airport;Muan;South Korea;MWX
4190;Astypalaia Airport;Astypalaia;Greece;JTY
4191;Ikaria Airport;Ikaria;Greece;JIK
4192;Kalymnos Airport;Kalymnos;Greece;JKL
4193;Milos Airport;Milos;Greece;MLO
4194;Naxos Airport;Cyclades Islands;Greece;JNX
4195;Paros National Airport;Paros;Greece;PAS
4196;Kastelorizo Airport;Kastelorizo;Greece;KZS
4197;Marsa Alam International Airport;Marsa Alam;Egypt;RMF
4198;Weeze Airport;Weeze;Germany;NRN
4199;Francisco B. Reyes Airport;Busuanga;Philippines;USU
4200;Bancasi Airport;Butuan;Philippines;BXU
4201;Dipolog Airport;Dipolog;Philippines;DPL
4202;Laoag International Airport;Laoag;Philippines;LAO
4203;Legazpi City International Airport;Legazpi;Philippines;LGP
4204;Labo Airport;Ozamis;Philippines;OZC
4206;Mactan Cebu International Airport;Cebu;Philippines;CEB
4207;Norden-Norddeich Airport;Norden;Germany;NOD
4208;Juist Airport;Juist;Germany;JUI
4209;Porto Seguro Airport;Porto Seguro;Brazil;BPS
4213;Iguatu Airport;Iguatu;Brazil;QIG
4214;Brigadeiro Lysias Rodrigues Airport;Palmas;Brazil;PMW
4215;Nelson Ribeiro Guimarães Airport;Caldas Novas;Brazil;CLV
4216;Missoula International Airport;Missoula;United States;MSO
4217;Blackall Airport;Blackall;Australia;BKQ
4218;Bundaberg Airport;Bundaberg;Australia;BDB
4219;Grand Canyon National Park Airport;Grand Canyon;United States;GCN
4220;Sugar Land Regional Airport;Sugar Land;United States;SGR
4221;Hayman Island Heliport;Hayman Island;Australia;\N
4222;Centennial Airport;Denver;United States;APA
4223;Clovis Municipal Airport;Clovis;United States;CVN
4224;Fort Stockton Pecos County Airport;Fort Stockton;United States;FST
4225;Las Vegas Municipal Airport;Las Vegas;United States;LVS
4226;West Houston Airport;Houston;United States;IWS
4227;La Junta Municipal Airport;La Junta;United States;\N
4228;Las Cruces International Airport;Las Cruces;United States;LRU
4229;Stephens County Airport;Breckenridge;United States;BKD
4230;Draughon Miller Central Texas Regional Airport;Temple;United States;TPL
4231;Ozona Municipal Airport;Ozona;United States;OZA
4235;Kaadedhdhoo Airport;Kaadedhdhoo;Maldives;KDM
4236;Aklavik/Freddie Carmichael Airport;Aklavik;Canada;LAK
4237;Déline Airport;Deline;Canada;YWJ
4238;Tulita Airport;Tulita;Canada;ZFN
4239;Fort Good Hope Airport;Fort Good Hope;Canada;YGH
4242;Tanna Airport;Tanna;Vanuatu;TAH
4244;Paulatuk (Nora Aliqatchialuk Ruben) Airport;Paulatuk;Canada;YPC
4247;El Trompillo Airport;Santa Cruz;Bolivia;SRZ
4249;Juancho E. Yrausquin Airport;Saba;Netherlands Antilles;SAB
4250;Eagle County Regional Airport;Vail;United States;EGE
4252;Stokmarknes Skagen Airport;Stokmarknes;Norway;SKN
4253;Cuyahoga County Airport;Richmond Heights;United States;CGF
4254;Mansfield Lahm Regional Airport;Mansfield;United States;MFD
4255;Columbus Metropolitan Airport;Columbus;United States;CSG
4256;Lawton Fort Sill Regional Airport;Lawton;United States;LAW
4257;Northern Colorado Regional Airport;Fort Collins;United States;FNL
4261;Flagstaff Pulliam Airport;Flagstaff;United States;FLG
4262;Lake Tahoe Airport;South Lake Tahoe;United States;TVL
4263;Joslin Field Magic Valley Regional Airport;Twin Falls;United States;TWF
4265;Martha's Vineyard Airport;Vineyard Haven MA;United States;MVY
4268;Concord Municipal Airport;Concord NH;United States;CON
4270;Groton New London Airport;Groton CT;United States;GON
4271;St Cloud Regional Airport;Saint Cloud;United States;STC
4272;Qinhuangdao Beidaihe Airport;Bagan;Burma;BPE
4273;Golden Triangle Regional Airport;Columbus Mississippi;United States;GTR
4274;Nizhny Novgorod Strigino International Airport;Nizhniy Novgorod;Russia;GOJ
4275;Bowerman Airport;Hoquiam;United States;HQM
4276;Erie International Tom Ridge Field;Erie;United States;ERI
4278;Barnstable Municipal Boardman Polando Field;Barnstable;United States;HYA
4279;San Pedro Airport;San Pedro;Belize;SPR
4280;Sedona Airport;Sedona;United States;SDX
4284;Morgantown Municipal Walter L. Bill Hart Field;Morgantown;United States;MGW
4285;Yeager Airport;Charleston;United States;CRW
4286;Wilkes Barre Scranton International Airport;Scranton;United States;AVP
4287;Bemidji Regional Airport;Bemidji;United States;BJI
4289;Thangool Airport;Biloela;Australia;THG
4290;Fagali'i Airport;Apia;Samoa;FGI
4291;Ballina Byron Gateway Airport;Ballina Byron Bay;Australia;BNK
4292;Hector International Airport;Fargo;United States;FAR
4293;Charles B. Wheeler Downtown Airport;Kansas City;United States;MKC
4295;Ratanakiri Airport;Ratanakiri;Cambodia;RBE
4296;Gillette Campbell County Airport;Gillette;United States;GCC
4297;Bogashevo Airport;Tomsk;Russia;TOF
4298;El Toro Marine Corps Air Station;Santa Ana;United States;NZJ
4299;Phetchabun Airport;Phetchabun;Thailand;PHY
4300;Chumphon Airport;Chumphon;Thailand;CJM
4301;Jiuzhai Huanglong Airport;Jiuzhaigou;China;JZH
4302;Jieyang Chaoshan International Airport;Shantou;China;SWA
4303;Enghien Moisselles Airfield;Enghien-moisselles;France;\N
4304;Cheddi Jagan International Airport;Georgetown;Guyana;GEO
4305;Guarani International Airport;Ciudad del Este;Paraguay;AGT
4306;Eugene F. Correira International Airport;Georgetown;Guyana;OGL
4307;Kaieteur International Airport;Kaieteur;Guyana;KAI
4308;Dunhuang Airport;Dunhuang;China;DNH
4309;Ancona Falconara Airport;Ancona;Italy;AOI
4312;Chamonate Airport;Copiapo;Chile;\N
4313;Taba International Airport;Taba;Egypt;TCP
4314;Edward Bodden Airfield;Little Cayman;Cayman Islands;LYB
4315;Milas Bodrum International Airport;Bodrum;Turkey;BJV
4316;Tabarka 7 Novembre Airport;Tabarka;Tunisia;TBJ
4317;Sabiha Gökçen International Airport;Istanbul;Turkey;SAW
4318;University Park Airport;State College Pennsylvania;United States;SCE
4319;Broome International Airport;Broome;Australia;BME
4320;Newcastle Airport;Newcastle;Australia;NTL
4321;Bakki Airport;Bakki;Iceland;\N
4322;Klagenfurt Airport;Klagenfurt;Austria;KLU
4325;Hammerfest Airport;Hammerfest;Norway;HFT
4326;Valan Airport;Honningsvag;Norway;HVG
4327;Mehamn Airport;Mehamn;Norway;MEH
4328;Vadsø Airport;Vadsø;Norway;VDS
4330;Imam Khomeini International Airport;Tehran;Iran;IKA
4331;Mashhad International Airport;Mashhad;Iran;MHD
4333;Ust-Ilimsk Airport;Ust Ilimsk;Russia;UIK
4335;Key Field;Meridian;United States;MEI
4336;Abraham Lincoln Capital Airport;Springfield;United States;SPI
4338;Cortez Municipal Airport;Cortez;United States;CEZ
4339;Yampa Valley Airport;Hayden;United States;HDN
4340;Gallup Municipal Airport;Gallup;United States;GUP
4341;Liberal Mid-America Regional Airport;Liberal;United States;LBL
4342;Lamar Municipal Airport;Lamar;United States;LAA
4343;Renner Field-Goodland Municipal Airport;Goodland;United States;GLD
4344;Yellowstone Regional Airport;Cody;United States;COD
4345;Ørsta-Volda Airport, Hovden;Orsta-Volda;Norway;HOV
4347;St. Mary's Airport;ST MARY\'S;United Kingdom;ISC
4348;Springfield Branson National Airport;Springfield;United States;SGF
4349;Narvik Framnes Airport;Narvik;Norway;NVK
4350;Berlevåg Airport;Berlevag;Norway;BVG
4351;Oslo, Fornebu Airport;Oslo;Norway;FBU
4352;Norilsk-Alykel Airport;Norilsk;Russia;NSK
4353;Anapa Vityazevo Airport;Anapa;Russia;AAQ
4354;Joplin Regional Airport;Joplin;United States;JLN
4355;Lehigh Valley International Airport;Allentown;United States;ABE
4356;Northwest Arkansas Regional Airport;Bentonville;United States;XNA
4357;Atyrau Airport;Atyrau;Kazakhstan;GUW
4358;Kzyl-Orda Southwest Airport;Kzyl-Orda;Kazakhstan;KZO
4359;South Bend Regional Airport;South Bend;United States;SBN
4360;Bykovo Airport;Moscow;Russia;BKA
4362;Talagi Airport;Arkhangelsk;Russia;ARH
4363;Saratov Central Airport;Saratov;Russia;RTW
4364;Novy Urengoy Airport;Novy Urengoy;Russia;NUX
4365;Noyabrsk Airport;Noyabrsk;Russia;NOJ
4367;Aktau Airport;Aktau;Kazakhstan;SCO
4368;Ukhta Airport;Ukhta;Russia;UCT
4369;Usinsk Airport;Usinsk;Russia;USK
4370;Pechora Airport;Pechora;Russia;PEX
4371;Naryan Mar Airport;Naryan-Mar;Russia;NNM
4372;Pskov Airport;Pskov;Russia;PKV
4373;Kogalym International Airport;Kogalym;Russia;KGP
4374;Yemelyanovo Airport;Krasnoyarsk;Russia;KJA
4375;Sary-Arka Airport;Karaganda;Kazakhstan;KGF
4376;Novosibirsk North Airport;Novosibirsk;Russia;\N
4377;Uray Airport;Uraj;Russia;URJ
4379;Ivanovo South Airport;Ivanovo;Russia;IWA
4380;Longjia Airport;Changchun;China;CGQ
4381;Niigata Airport;Niigata;Japan;KIJ
4382;Johnston Atoll Airport;Johnston Island;Johnston Atoll;JON
4383;Smith Field;Fort Wayne IN;United States;SMD
4384;California Redwood Coast-Humboldt County Airport;Arcata CA;United States;ACV
4386;Albert J Ellis Airport;Jacksonville NC;United States;OAJ
4387;Tuscaloosa Regional Airport;Tuscaloosa AL;United States;TCL
4388;Dubuque Regional Airport;Dubuque IA;United States;DBQ
4390;Shun Tak Heliport;Hong Kong;Hong Kong;HHP
5404;Uru Harbour Airport;Atoifi;Solomon Islands;ATD
5405;Gwaunaru'u Airport;Auki;Solomon Islands;AKS
5406;Ballalae Airport;Ballalae;Solomon Islands;BAS
5407;Fera/Maringe Airport;Fera Island;Solomon Islands;FRE
5408;Babanakira Airport;Mbambanakira;Solomon Islands;MBU
5409;Ngorangora Airport;Kirakira;Solomon Islands;IRA
5410;Santa Cruz/Graciosa Bay/Luova Airport;Santa Cruz/Graciosa Bay/Luova;Solomon Islands;SCZ
5411;Munda Airport;Munda;Solomon Islands;MUA
5412;Nusatupe Airport;Gizo;Solomon Islands;GZO
5413;Mono Airport;Stirling Island;Solomon Islands;MNY
5414;Rennell/Tingoa Airport;Rennell Island;Solomon Islands;RNL
5415;Marau Airport;Marau;Solomon Islands;RUS
5416;Suavanao Airport;Suavanao;Solomon Islands;VAO
5417;Kaghau Airport;Kagau Island;Solomon Islands;KGE
5418;Ramata Airport;Ramata;Solomon Islands;RBV
5419;Buka Airport;Buka Island;Papua New Guinea;BUA
5420;Chimbu Airport;Kundiawa;Papua New Guinea;CMU
5421;Daru Airport;Daru;Papua New Guinea;DAU
5422;Gurney Airport;Gurney;Papua New Guinea;GUR
5423;Girua Airport;Girua;Papua New Guinea;PNP
5424;Kimbe Airport;Hoskins;Papua New Guinea;HKN
5425;Kiunga Airport;Kiunga;Papua New Guinea;UNG
5426;Kikori Airport;Kikori;Papua New Guinea;KRI
5427;Kerema Airport;Kerema;Papua New Guinea;KMA
5428;Kavieng Airport;Kavieng;Papua New Guinea;KVG
5429;Mendi Airport;Mendi;Papua New Guinea;MDU
5430;Momote Airport;Momote;Papua New Guinea;MAS
5431;Moro Airport;Moro;Papua New Guinea;MXH
5432;Misima Island Airport;Misima Island;Papua New Guinea;MIS
5433;Tari Airport;Tari;Papua New Guinea;TIZ
5434;Tabubil Airport;Tabubil;Papua New Guinea;TBG
5435;Tokua Airport;Tokua;Papua New Guinea;RAB
5436;Vanimo Airport;Vanimo;Papua New Guinea;VAI
5437;Wapenamanda Airport;Wapenamanda;Papua New Guinea;WBM
5438;Alluitsup Paa Heliport;Alluitsup Paa;Greenland;LLU
5439;Neerlerit Inaat Airport;Neerlerit Inaat;Greenland;CNP
5440;Paamiut Heliport;Paamiut;Greenland;JFR
5441;Qeqertarsuaq Heliport;Qeqertarsuaq Airport;Greenland;JGO
5442;Qaqortoq Heliport;Qaqortoq;Greenland;JJU
5443;Maniitsoq Airport;Maniitsoq;Greenland;JSU
5444;Nanortalik Heliport;Nanortalik;Greenland;JNN
5445;Narsaq Heliport;Narsaq;Greenland;JNS
5446;Qaanaaq Airport;Qaanaaq;Greenland;NAQ
5447;Sisimiut Airport;Sisimiut;Greenland;JHS
5448;Upernavik Airport;Upernavik;Greenland;JUV
5449;Qaarsut Airport;Uummannaq;Greenland;JQA
5450;Grímsey Airport;Grímsey;Iceland;GRY
5452;Thorshofn Airport;Thorshofn;Iceland;THO
5453;Vopnafjörður Airport;Vopnafjörður;Iceland;VPN
5456;Whistler/Green Lake Water Aerodrome;Whistler;Canada;YWS
5457;Anahim Lake Airport;Anahim Lake;Canada;YAA
5458;Williams Harbour Airport;Williams Harbour;Canada;YWM
5459;St. Lewis (Fox Harbour) Airport;St. Lewis;Canada;YFX
5460;Port Hope Simpson Airport;Port Hope Simpson;Canada;YHA
5461;Rigolet Airport;Rigolet;Canada;YRG
5462;Colville Lake Airport;Colville Lake;Canada;YCK
5463;Whatì Airport;Whatì;Canada;YLE
5464;Summer Beaver Airport;Summer Beaver;Canada;SUR
5465;Wapekeka Airport;Angling Lake;Canada;YAX
5466;Wunnumin Lake Airport;Wunnumin Lake;Canada;WNN
5467;North Spirit Lake Airport;North Spirit Lake;Canada;YNO
5468;Bearskin Lake Airport;Bearskin Lake;Canada;XBE
5469;Kingfisher Lake Airport;Kingfisher Lake;Canada;KIF
5470;Ogoki Post Airport;Ogoki Post;Canada;YOG
5471;Poplar Hill Airport;Poplar Hill;Canada;YHP
5472;Chisasibi Airport;Chisasibi;Canada;YKU
5473;Tête-à-la-Baleine Airport;Tête-à-la-Baleine;Canada;ZTB
5474;La Tabatière Airport;La Tabatière;Canada;ZLT
5478;Cat Lake Airport;Cat Lake;Canada;YAC
5479;Fort Frances Municipal Airport;Fort Frances;Canada;YAG
5480;Kasabonika Airport;Kasabonika;Canada;XKS
5481;Kangirsuk Airport;Kangirsuk;Canada;YKG
5482;Attawapiskat Airport;Attawapiskat;Canada;YAT
5483;Lac Du Bonnet Airport;Lac Du Bonnet;Canada;\N
5484;Uranium City Airport;Uranium City;Canada;YBE
5485;Lourdes de Blanc Sablon Airport;Lourdes-De-Blanc-Sablon;Canada;YBX
5486;Cartwright Airport;Cartwright;Canada;YRF
5487;Chesterfield Inlet Airport;Chesterfield Inlet;Canada;YCS
5488;Nain Airport;Nain;Canada;YDP
5489;Fort Severn Airport;Fort Severn;Canada;YER
5490;Fort Albany Airport;Fort Albany;Canada;YFA
5491;Fort Hope Airport;Fort Hope;Canada;YFH
5492;Makkovik Airport;Makkovik;Canada;YMN
5493;Texada Gillies Bay Airport;Texada;Canada;YGB
5494;Gods Lake Narrows Airport;Gods Lake Narrows;Canada;YGO
5495;Igloolik Airport;Igloolik;Canada;YGT
5496;Kuujjuarapik Airport;Kuujjuarapik;Canada;YGW
5497;Gillam Airport;Gillam;Canada;YGX
5498;Grise Fiord Airport;Grise Fiord;Canada;YGZ
5499;Quaqtaq Airport;Quaqtaq;Canada;YQC
5500;Vancouver Harbour Water Aerodrome;Vancouver;Canada;CXH
5501;Nemiscau Airport;Nemiscau;Canada;YNS
5502;Hopedale Airport;Hopedale;Canada;YHO
5503;Chevery Airport;Chevery;Canada;YHR
5504;Ivujivik Airport;Ivujivik;Canada;YIK
5505;Island Lake Airport;Island Lake;Canada;YIV
5506;Akulivik Airport;Akulivik;Canada;AKV
5507;Waskaganish Airport;Waskaganish;Canada;YKQ
5508;Aupaluk Airport;Aupaluk;Canada;YPJ
5509;Kimmirut Airport;Kimmirut;Canada;YLC
5510;Lansdowne House Airport;Lansdowne House;Canada;YLH
5511;St Georges Airport;Lutselk'e;Canada;\N
5512;Kangiqsualujjuaq (Georges River) Airport;Kangiqsualujjuaq;Canada;XGR
5513;Mary's Harbour Airport;Mary's Harbour;Canada;YMH
5514;Chapais Airport;Chibougamau;Canada;YMT
5515;Umiujaq Airport;Umiujaq;Canada;YUD
5516;Wemindji Airport;Wemindji;Canada;YNC
5517;Norway House Airport;Norway House;Canada;YNE
5518;Points North Landing Airport;Points North Landing;Canada;YNL
5519;Oxford House Airport;Oxford House;Canada;YOH
5520;Inukjuak Airport;Inukjuak;Canada;YPH
5521;Pikangikum Airport;Pikangikum;Canada;YPM
5522;Peawanuck Airport;Peawanuck;Canada;YPO
5523;Powell River Airport;Powell River;Canada;YPW
5524;The Pas Airport;The Pas;Canada;YQD
5525;Nakina Airport;Nakina;Canada;YQN
5526;Rae Lakes Airport;Gamètì;Canada;YRA
5527;Red Lake Airport;Red Lake;Canada;YRL
5528;Stony Rapids Airport;Stony Rapids;Canada;YSF
5529;Sanikiluaq Airport;Sanikiluaq;Canada;YSK
5530;St. Theresa Point Airport;St. Theresa Point;Canada;YST
5531;Big Trout Lake Airport;Big Trout Lake;Canada;YTL
5532;Deer Lake Airport;Deer Lake;Canada;YVZ
5533;Webequie Airport;Webequie;Canada;YWP
5534;Whale Cove Airport;Whale Cove;Canada;YXN
5535;Salluit Airport;Salluit;Canada;YZG
